COMP ID,Importance,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
34401,1.3417143667119305e-05,4381,5-acetylamino-6-formylamino-3-methyluracil,Xenobiotics,Xanthine Metabolism,LC/MS Polar,100001402,1424.0,225.0629,108214,85438-96-6,C16365,HMDB11105
1118,1.33887159651389e-05,1416,arachidate (20:0),Lipid,Long Chain Saturated Fatty Acid,LC/MS Neg,893,6240.0,311.2956,10467,506-30-9,C06425,HMDB02212
32417,1.336425137235841e-05,1462,docosatrienoate (22:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001195,5823.0,333.2799,5312556,59708-86-0,C16534,HMDB02823
40062,1.335571161876381e-05,1560,4-hydroxy-2-oxoglutaric acid,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Polar,100002537,3073.0,161.0092,599,1187-99-1,C01127,HMDB02070
48255,1.3355646615883269e-05,1194,arabonate/xylonate,Carbohydrate,Pentose Metabolism,LC/MS Polar,100006115,2700.0,165.0405,,,,
1584,1.3346512585692064e-05,4702,methyl indole-3-acetate,Xenobiotics,Food Component/Plant,LC/MS Pos Early,1104,3380.0,190.0863,74706,1912-33-0,,HMDB29738
61833,1.3325272150018613e-05,4029,"5,6-dihydrouridine",Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,100001425,1119.0,245.0779,94312,5627-05-04 00:00:00,,
33939,1.3323969886986693e-05,17,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Neg,100001274,821.6,160.0615,152204,17093-74-2,,HMDB62557
6146,1.3251847240743881e-05,116,2-aminoadipate,Amino Acid,Lysine Metabolism,LC/MS Pos Early,381,1912.0,162.0761,469,542-32-5;1118-90-7,C00956,HMDB00510
61875,1.3248861420217093e-05,5857,glucuronide of C12H22O4 (2)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100019985,2700.0,405.1766,,,,
62797,1.3241698847352611e-05,4639,3-ethylcatechol sulfate (2),Xenobiotics,Food Component/Plant,LC/MS Neg,100020852,3555.0,217.0176,,,,
35160,1.3238533369542327e-05,1770,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100001501,1423.0,426.3578,6441392,38677-66-6,,HMDB05065
38170,1.3227079431106919e-05,3077,pregnenolone sulfate,Lipid,Pregnenolone Steroids,LC/MS Neg,100002129,5100.0,395.1898,105074,1247-64-9,,HMDB00774
1493,1.3219955532919927e-05,436,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,444,2800.0,133.0972,6262,3184-13-2,C00077,HMDB03374
52340,1.3211511660301667e-05,34,N-carbamoylalanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,100006369,950.0,133.0608,426409,77340-50-2,,
42420,1.3193777623724758e-05,1336,erythronate*,Carbohydrate,Aminosugar Metabolism,LC/MS Polar,100001320,2186.0,135.0299,2781043,88759-55-1,,HMDB00613
573,1.3167874214704677e-05,4058,cytosine,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",LC/MS Pos Early,881,2060.0,112.0505,597,71-30-7,C00380,HMDB00630
35322,1.3140235908883851e-05,5546,hydroquinone sulfate,Xenobiotics,Drug - Topical Agents,LC/MS Neg,100001604,1395.0,188.9863,161220,123-31-9,C00530,HMDB02434
61868,1.3104500327981057e-05,90,1-ribosyl-imidazoleacetate*,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100001668,2006.0,259.0925,5117448,29605-99-0,C05131,HMDB02331
15679,1.3064167974193337e-05,260,xanthurenate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100000015,1476.0,204.0302,5699,59-007,C02470,HMDB00881
54923,1.3062590421052308e-05,54,beta-citrylglutamate,Amino Acid,Glutamate Metabolism,LC/MS Neg,100003271,530.0,320.0623,72715786,73590-26-8,C20775,
2734,1.3043895616270061e-05,589,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,1102,2518.0,311.1238,94340,7432-23-7,,HMDB11741
18467,1.3040049420066859e-05,1458,eicosapentaenoate (EPA; 20:5n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,2050,5450.0,301.2173,446284,10-2005-9;10417-94-4,C06428,HMDB01999
37196,1.3037820849786034e-05,3105,"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",Lipid,Progestin Steroids,LC/MS Neg,100002009,5180.0,399.2211,,,,
22176,1.2995905780861811e-05,414,cysteine s-sulfate,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,100000808,2273.0,199.9693,115015,1637-71-4,C05824,HMDB00731
20699,1.2994393140673414e-05,4636,erythritol,Xenobiotics,Food Component/Plant,LC/MS Polar,100000846,1491.0,167.0561,222285,149-32-6,C00503,HMDB02994
48885,1.2994118300887227e-05,1188,arabitol/xylitol,Carbohydrate,Pentose Metabolism,LC/MS Polar,100006430,1932.4,151.0612,,,,
52687,1.2982987936445617e-05,2298,1-oleoyl-2-linoleoyl-GPE (18:1/18:2)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100009078,2270.0,742.5381,9546753,,,HMDB05349
63358,1.2970839331472183e-05,1807,3-hydroxydecanoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",LC/MS Pos Late,100021141,961.0,332.2432,,,,HMDB61636
1552,1.2959328440240971e-05,1445,erucate (22:1n9),Lipid,Long Chain Monounsaturated Fatty Acid,LC/MS Neg,1087,6355.6,337.3112,5281116,112-86-7,C08316,HMDB02068
34437,1.2941528148318427e-05,2558,1-stearoyl-GPG (18:0),Lipid,Lysophospholipid,LC/MS Neg,100001462,5816.0,511.3041,,,,
41220,1.2938160691975224e-05,2517,2-stearoyl-GPE (18:0)*,Lipid,Lysophospholipid,LC/MS Neg,100003901,6350.0,480.3096,,,,HMDB11129
34534,1.292839225758528e-05,1748,laurylcarnitine (C12),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100001392,1235.0,344.2795,10427569,25518-54-1,,HMDB02250
61874,1.2926986693099107e-05,5856,glucuronide of C12H22O4 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100019984,2590.0,405.1766,,,,
35114,1.2919446201557646e-05,3994,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,100001456,2175.0,166.0723,11361,578-76-7,C02242,HMDB00897
35107,1.2896383013587214e-05,315,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100001452,1950.0,158.0823,546304,16284-60-9,,HMDB00678
63658,1.288709202848001e-05,5868,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020259,3053.0,255.135,,,,
52604,1.2871745207276176e-05,2850,N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Dihydroceramides,LC/MS Pos Late,100009028,3090.0,540.535,5283572,5966-29-0,,HMDB11760
32390,1.2852998155747604e-05,156,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100001104,1680.0,222.0772,68310,537-55-3,,HMDB00866
46115,1.283735454646209e-05,3087,21-hydroxypregnenolone disulfate,Lipid,Pregnenolone Steroids,LC/MS Neg,100001999,3935.0,245.0671,134595,1164-98-3,,
35628,1.2817082641463218e-05,2518,1-oleoyl-GPE (18:1),Lipid,Lysophospholipid,LC/MS Pos Late,100001569,1554.0,480.3085,9547071,89576-29-4,,HMDB11506
57428,1.281661593535067e-05,3003,hexadecasphingosine (d16:1)*,Lipid,Sphingosines,LC/MS Pos Late,100015723,1289.0,272.2584,,,,
33936,1.2799250008355597e-05,1740,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100001247,950.0,288.2169,123701,3671-77-0,C02838,HMDB00791
18374,1.2796878054515e-05,393,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100000039,1272.0,166.0533,158980,3226-65-1,C02989,HMDB02005
64,1.2760914013335565e-05,133,phenylalanine,Amino Acid,Phenylalanine Metabolism,LC/MS Pos Early,460,2878.0,166.0863,6140,63-91-2,C00079,HMDB00159
48187,1.2751228215742887e-05,426,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,100005466,800.0,166.018,159864,,,
46172,1.2724760834089745e-05,3115,5alpha-pregnan-diol disulfate,Lipid,Progestin Steroids,LC/MS Neg,100002015,4310.0,239.0853,5127902,,,
54961,1.2717985496932327e-05,2784,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010937,2990.0,660.5562,,,,
61876,1.2700742582123925e-05,5861,glucuronide of C14H26O4 (1)*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100019986,3200.0,433.2079,,,,
15667,1.2686289928477383e-05,4522,2-isopropylmalate,Xenobiotics,Food Component/Plant,LC/MS Polar,100000409,2605.0,175.0612,77,3237-44-3,C02504,HMDB00402
46960,1.2675640918376182e-05,5624,sulfate*,Xenobiotics,Chemical,LC/MS Neg,100002528,616.0,96.9601,1118,14808-79-8,C00059,HMDB01448
1591,1.2675434443150364e-05,371,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,1084,1227.0,158.0823,66789,96-81-1,,HMDB11757
15586,1.2661301707185591e-05,1207,maltose,Carbohydrate,Glycogen Metabolism,LC/MS Polar,913,3329.4,387.1144,10991489,6363-53-7,C00208,HMDB00163
37058,1.263764181104092e-05,1352,succinylcarnitine (C4-DC),Energy,TCA Cycle,LC/MS Pos Early,100001948,2291.0,262.1285,71464481,256928-74-2,,HMDB61717
35157,1.2629597200263336e-05,3972,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,100001415,2164.0,411.12699999999995,161466,24719-82-2,,HMDB41623
42040,1.261880633731636e-05,210,5-hydroxymethyl-2-furoic acid,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100003954,962.0,141.0193,80642,6338-41-6,C20448,HMDB02432
52464,1.260182509087387e-05,2270,1-palmitoyl-2-arachidonoyl-GPE (16:0/20:4)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008990,2198.0,740.5225,9546800,,,HMDB05323
55,1.2598973324328828e-05,4046,beta-alanine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Pos Early,244,1905.0,90.055,239,56-41-7;107-95-9,C00099,HMDB00056
52466,1.2587722690170904e-05,2296,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008992,2317.0,792.5538,9546798,,,HMDB05334
52634,1.2548073924730696e-05,2752,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100009055,3197.0,610.5405,,,,
1419,1.2535060744850986e-05,503,5-methylthioadenosine (MTA),Amino Acid,Polyamine Metabolism,LC/MS Pos Early,212,2752.0,298.0968,439176,2457-80-9,C00170,HMDB01173
1126,1.2531753111867398e-05,28,alanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,811,1700.0,90.055,5950,56-41-7,C00041,HMDB00161
33941,1.2525696528222704e-05,1747,decanoylcarnitine (C10),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",LC/MS Pos Late,100001251,1130.0,316.2482,10245190,1492-27-9,,HMDB00651
1519,1.2506089269202873e-05,1233,sucrose,Carbohydrate,Disaccharides and Oligosaccharides,LC/MS Polar,935,3092.0,387.1144,5988,57-50-1,C00089,HMDB00258
15140,1.2503041994083221e-05,250,kynurenine,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100000265,2739.0,209.0921,161166,2922-83-0,C00328,HMDB00684
61769,1.2457251225464244e-05,1766,5-dodecenoylcarnitine (C12:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100016069,1135.0,342.2639,,,,HMDB13326
35428,1.2417580416513061e-05,358,tiglyl carnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001597,2962.0,244.1543,22833596,64191-86-2,,HMDB02366
55017,1.2408934711935387e-05,1101,4-hydroxyphenylacetylglutamine,Peptide,Acetylated Peptides,LC/MS Neg,100010850,1650.0,279.0986,,,,
47120,1.2399527646331146e-05,1877,9-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100005834,5384.0,299.2592,9570127,25498-28-6,,HMDB61661
1645,1.2386598285002249e-05,1401,laurate (12:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,181,5300.0,199.1704,3893,143-07-7,C02679,HMDB00638
33967,1.2381119592980092e-05,347,N-acetylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001276,2600.0,174.1125,306109,3077-46-1,,HMDB61684
48351,1.2370780461563315e-05,3936,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Pos Early,100001409,1430.0,283.1037,65095,20245-33-4,,HMDB02721
22053,1.2369099447397201e-05,1857,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100000997,4634.7,187.13400000000001,26612,5561-87-5,,HMDB02203
15705,1.2367490966419718e-05,406,cystathionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,310,2270.0,223.0747,439258,535-34-2,C02291,HMDB00099
1558,1.2360649364174474e-05,507,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,LC/MS Pos Early,1113,1350.0,146.0812,18189,3025-96-5,C02946,HMDB03681
37202,1.23384119838364e-05,3185,"androstenediol (3beta,17beta) disulfate (1)",Lipid,Androgenic Steroids,LC/MS Neg,100001992,3740.0,224.0618,87120982,,C04295,HMDB03818
36600,1.2333332513890885e-05,2520,1-linoleoyl-GPE (18:2)*,Lipid,Lysophospholipid,LC/MS Pos Late,100001570,1482.0,478.2928,52925130,,,HMDB11507
35631,1.23284114659183e-05,2509,1-palmitoyl-GPE (16:0),Lipid,Lysophospholipid,LC/MS Pos Late,100001567,1544.0,454.2928,9547069,53862-35-4,,HMDB11503
1303,1.231161435151816e-05,1356,malate,Energy,TCA Cycle,LC/MS Neg,409,615.6,133.0143,525,6915-15-7,C00149,HMDB00156
34396,1.230836297496615e-05,2093,phosphocholine,Lipid,Phospholipid Metabolism,LC/MS Pos Early,267,700.0,184.0733,1014,72556-74-2,C00588,HMDB01565
57341,1.2302975007304284e-05,2258,"1,2-dipalmitoyl-GPE (16:0/16:0)*",Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100009204,2498.0,692.5225,445468,,,HMDB08923
33953,1.2295907453337884e-05,448,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100001266,2245.0,217.1295,67427,155-84-0,C02562,HMDB04620
1899,1.229455199842041e-05,4101,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,182,845.0,168.0291,1066,89-00-9,C03722,HMDB00232
42382,1.2273166843986705e-05,399,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,197,1832.4,383.1143,439155,979-92-0,C00021,HMDB00939
22130,1.2269862021845464e-05,144,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,LC/MS Neg,100000774,2208.0,165.0557,3848,828-01-3,C05607,HMDB00779
45095,1.2233705509760873e-05,355,2-methylbutyrylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001509,3050.0,246.17,6426901,31023-25-3,,HMDB00378
63357,1.2211741434655024e-05,1605,2-hydroxysebacate,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100020378,1324.0,217.1081,128458,103963-71-9,,HMDB00424
1806,1.2211586977805063e-05,4225,retinol (Vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,LC/MS Pos Late,498,1636.0,269.2264,445354,68-26-8,C00473,HMDB00305
33441,1.2145158326907069e-05,379,isobutyrylcarnitine (C4),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001055,2810.0,232.1543,168379,25518-49-4,,HMDB00736
43231,1.2144274269604008e-05,126,6-oxopiperidine-2-carboxylate,Amino Acid,Lysine Metabolism,LC/MS Neg,100004499,965.0,142.05100000000002,3014237,34622-39-4,,HMDB61705
48149,1.2143732912774716e-05,1335,N-acetylglucosaminylasparagine,Carbohydrate,Aminosugar Metabolism,LC/MS Pos Early,1215,1212.0,336.1402,123826,2776-93-4,C04540,HMDB00489
1589,1.2138564223232263e-05,388,N-acetylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Polar,1083,1155.0,190.0543,448580,65-82-7,C02712,HMDB11745
33945,1.2138443087876934e-05,1102,phenylacetylglycine,Peptide,Acetylated Peptides,LC/MS Neg,100001275,2375.0,192.0666,68144,500-98-1,C05598,HMDB00821
443,1.2136703762467638e-05,35,aspartate,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,234,1165.0,134.0448,5960,56-84-8,C00049,HMDB00191
63990,1.212681566648732e-05,4149,2-O-methylascorbic acid,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Neg,100003258,778.0,189.0405,99779,17860-87-6,,
42449,1.2120778829425649e-05,2264,1-palmitoyl-2-linoleoyl-GPE (16:0/18:2),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100001870,2275.0,716.5225,9546747,,,HMDB05322
54960,1.2073564630480826e-05,2783,oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010936,2907.0,660.5562,,,,
48417,1.2054580371652036e-05,162,m-tyramine sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006104,1723.0,216.0336,,175727-14-7,,
566,1.2051360906211673e-05,143,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,LC/MS Polar,241,845.0,163.0401,997,156-06-9,C00166,HMDB00205
32377,1.2035165124925707e-05,1324,N-acetylneuraminate,Carbohydrate,Aminosugar Metabolism,LC/MS Pos Early,1162,660.0,310.1133,439197,131-48-6,C00270,HMDB00230
15122,1.202661099544574e-05,2687,glycerol,Lipid,Glycerolipid Metabolism,LC/MS Neg,1254,758.0,91.0401,753,56-81-5,C00116,HMDB00131
48733,1.2018639593193753e-05,218,vanillic alcohol sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006125,1808.0,233.0125,,754920-02-0,,
43847,1.2001587732022812e-05,2688,glycerol 3-phosphate,Lipid,Glycerolipid Metabolism,LC/MS Pos Early,100000258,580.0,173.021,754,29849-82-9,C00093,HMDB00126
48408,1.1977745500591348e-05,216,tyramine O-sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006092,1565.0,216.0336,153005,30223-92-8,,HMDB06409
62863,1.1961649152980486e-05,4527,3-formylindole,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100020219,2736.0,146.06,10256,487-89-8,C08493,HMDB29737
37210,1.19497323669372e-05,3183,"androstenediol (3beta,17beta) monosulfate (2)",Lipid,Androgenic Steroids,LC/MS Neg,100002029,4500.0,369.1741,,,,
18349,1.1937036087439509e-05,276,indolelactate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100000463,2286.0,204.0666,92904,832-97-3,C02043,HMDB00671
15443,1.1927679920034572e-05,1312,glucuronate,Carbohydrate,Aminosugar Metabolism,LC/MS Polar,100000257,3233.3,193.0354,444791,207300-70-7,C00191,HMDB00127
42370,1.190382570260365e-05,60,S-1-pyrroline-5-carboxylate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,35,1528.0,114.055,1196,2906-39-0,C04322,HMDB01301
30460,1.1894167638324199e-05,68,1-methylhistidine,Amino Acid,Histidine Metabolism,LC/MS Neg,100001051,1227.0,168.0779,92105,332-80-9,C01152,HMDB00001
2829,1.1885239540843006e-05,390,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,194,1543.8,176.0387,439750,4289-98-9,C03145,HMDB01015
27719,1.1875182694300667e-05,1280,galactonate,Carbohydrate,"Fructose, Mannose and Galactose Metabolism",LC/MS Polar,100001026,3085.0,195.051,128869,299-28-5,C00880,HMDB00565
1417,1.186615068191426e-05,254,kynurenate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,98,2224.0,188.0353,3845,492-27-3,C01717,HMDB00715
15910,1.186611979162664e-05,1202,maltotetraose,Carbohydrate,Glycogen Metabolism,LC/MS Neg,100000275,910.0,665.2146,446495,34612-38-9,C02052,HMDB01296
62921,1.1864969980461446e-05,3096,pregnenetriol disulfate*,Lipid,Pregnenolone Steroids,LC/MS Neg,100021104,3504.0,246.0749,,,,
17747,1.1852739970766413e-05,2995,sphingosine,Lipid,Sphingosines,LC/MS Pos Late,297,1393.0,300.2897,5353955,123-78-4,C00319,HMDB00252
63109,1.1822617715613167e-05,1909,"2R,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",LC/MS Polar,100002367,1543.0,119.035,13120901,759-06-8,,HMDB00498
541,1.1819018100235522e-05,152,4-hydroxyphenylacetate,Amino Acid,Phenylalanine Metabolism,LC/MS Neg,144,1361.0,151.0401,127,156-38-7,C00642,HMDB00020
45968,1.1807542471568256e-05,2560,1-oleoyl-GPG (18:1)*,Lipid,Lysophospholipid,LC/MS Neg,100005716,5610.0,509.2885,,,,
48445,1.1802979013145429e-05,5751,2-methoxyresorcinol sulfate,Xenobiotics,Chemical,LC/MS Neg,100006184,1863.0,218.9969,,1446269-78-8,,
1505,1.1791416647446929e-05,4014,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,445,1638.1,155.0098,967,50887-69-9,C00295,HMDB00226
57483,1.1785996893128712e-05,2952,"sphingomyelin (d17:2/16:0, d18:2/15:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100015793,1837.0,687.5436,,,,
48763,1.1776656485927384e-05,4324,3-methoxycatechol sulfate (1),Xenobiotics,Benzoate Metabolism,LC/MS Neg,100006375,2163.0,218.9969,,,,
32562,1.1774760811303034e-05,3094,pregnen-diol disulfate*,Lipid,Pregnenolone Steroids,LC/MS Neg,100001993,3868.0,238.0775,,,,
37482,1.1773652322197949e-05,3081,17alpha-hydroxypregnenolone 3-sulfate,Lipid,Pregnenolone Steroids,LC/MS Neg,100002128,4800.0,411.1847,152971,28901-70-4,,HMDB00416
1585,1.175526818392044e-05,30,N-acetylalanine,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Polar,1110,1564.8,130.05100000000002,88064,97-69-8,C02847,HMDB00766
34407,1.175303462856177e-05,316,isovalerylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001393,3085.0,246.17,6426851,31023-24-2,,HMDB00688
48762,1.1738452165449094e-05,5749,"1,2,3-benzenetriol sulfate (2)",Xenobiotics,Chemical,LC/MS Neg,100006374,1709.0,204.9812,,,,
48407,1.17383018240085e-05,214,dopamine 3-O-sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006361,1556.2,232.0285,122136,,C13690,HMDB06275
47154,1.1728168127502236e-05,2950,"sphingomyelin (d18:2/14:0, d18:1/14:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100005985,1860.0,673.5279,,,,
43424,1.1723825456888873e-05,5689,dimethyl sulfone,Xenobiotics,Chemical,LC/MS Pos Early,100004284,832.0,95.0161,6213,67-71-0,C11142,HMDB04983
48130,1.1701349014223084e-05,3982,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,100001664,940.0,382.1004,165243,4542-23-8,,HMDB00912
63583,1.1700459007859085e-05,4945,3-indoleglyoxylic acid,Xenobiotics,Food Component/Plant,LC/MS Neg,100020372,2140.0,188.0353,73863,1477-49-2,,
35172,1.169540566437006e-05,4016,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,100001416,2250.0,287.0521,92751,314-50-1,,HMDB00788
18494,1.1683565810162403e-05,3276,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,1629,5250.0,498.2895,387316,6009-98-9,C05465,HMDB00951
63590,1.1672218511492679e-05,4146,ascorbic acid 2-sulfate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100009329,3042.0,254.9816,86484,,,
17945,1.1665024226700762e-05,1846,2-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,1239,5695.0,299.2592,69417,629-22-1,C03045,
48141,1.1653687721981217e-05,4863,2-keto-3-deoxy-gluconate,Xenobiotics,Food Component/Plant,LC/MS Polar,100005946,1900.0,177.0405,161227,17510-99-5,C00204,HMDB01353
44688,1.163786532798021e-05,1204,maltotriose,Carbohydrate,Glycogen Metabolism,LC/MS Neg,100000276,812.0,503.1618,439586,1109-28-0,C01835,HMDB01262
35159,1.1630068724139698e-05,520,cysteine-glutathione disulfide,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,100001437,2465.0,427.0952,4247235,13081-14-6,,HMDB00656
37077,1.1624025201406516e-05,684,cyclo(gly-pro),Peptide,Dipeptide,LC/MS Pos Early,100001946,1349.0,155.0815,126154,3705-27-9,,
54907,1.1615298876170996e-05,1675,hexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine),LC/MS Neg,100001733,2780.0,243.135,,,,
52465,1.1592998781943338e-05,2272,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008991,2119.0,764.5225,9546799,,,HMDB05324
40730,1.1589014863625298e-05,76,imidazole propionate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100003434,2263.0,141.0659,70630,1074-59-5,,HMDB02271
1107,1.1557012175813622e-05,3941,allantoin,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Polar,1002,1672.0,157.0367,204,97-59-6,C02350,HMDB00462
33959,1.1531128266826097e-05,239,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100001254,2640.0,247.1077,700653,1218-34-4,C03137,HMDB13713
32398,1.1515589931252102e-05,1577,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100001211,1788.0,201.1132,5192,111-20-6,C08277,HMDB00792
48114,1.1513120248548232e-05,509,1-methylguanidine,Amino Acid,Guanidino and Acetamido Metabolism,LC/MS Pos Early,100000715,2149.0,74.0713,10111,22661-87-6,C02294,HMDB01522
22036,1.1500173234494395e-05,1838,2-hydroxyoctanoate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100000743,3736.8,159.1027,94180,617-73-2,,HMDB02264
57513,1.148796024034939e-05,1754,arachidoylcarnitine (C20)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100015833,1512.0,456.4047,,,,HMDB06460
