COMP ID,Importance,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
33968,1.3357643541802673e-05,1403,5-dodecenoate (12:1n7),Lipid,Medium Chain Fatty Acid,LC/MS Neg,100001232,5224.0,197.1547,5312378,2430-94-6,,HMDB00529
34396,1.3328642765650816e-05,2093,phosphocholine,Lipid,Phospholipid Metabolism,LC/MS Pos Early,267,700.0,184.0733,1014,72556-74-2,C00588,HMDB01565
35157,1.327766098041902e-05,3972,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",LC/MS Neg,100001415,2164.0,411.12699999999995,161466,24719-82-2,,HMDB41623
62952,1.3276160794432222e-05,1912,"3,4-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",LC/MS Polar,100001730,2204.0,119.035,,51267-44-8,,
52465,1.3242657405012116e-05,2272,1-palmitoyl-2-docosahexaenoyl-GPE (16:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008991,2119.0,764.5225,9546799,,,HMDB05324
62959,1.3229553960324503e-05,111,"hydroxy-N6,N6,N6-trimethyllysine*",Amino Acid,Lysine Metabolism,LC/MS Pos Early,100021123,2759.0,205.1547,,,,
22130,1.3221072420395113e-05,144,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,LC/MS Neg,100000774,2208.0,165.0557,3848,828-01-3,C05607,HMDB00779
38165,1.3201622827804858e-05,2024,palmitoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,1489,6300.0,298.2752,4671,544-31-0,C16512,HMDB02100
18369,1.318085851953705e-05,582,gamma-glutamylleucine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,1268,2991.0,261.1445,151023,2566-39-4,,HMDB11171
57513,1.3171941766217084e-05,1754,arachidoylcarnitine (C20)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100015833,1512.0,456.4047,,,,HMDB06460
48187,1.312588458654166e-05,426,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,100005466,800.0,166.018,159864,,,
57747,1.310184761917754e-05,328,3-methylglutaconate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,100002458,2700.0,99.0452,1551553,5746-90-7,,HMDB00522
34401,1.3091453310401983e-05,4381,5-acetylamino-6-formylamino-3-methyluracil,Xenobiotics,Xanthine Metabolism,LC/MS Polar,100001402,1424.0,225.0629,108214,85438-96-6,C16365,HMDB11105
1417,1.3041701983466387e-05,254,kynurenate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,98,2224.0,188.0353,3845,492-27-3,C01717,HMDB00715
52495,1.3037354387935915e-05,2960,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,Sphingomyelins,LC/MS Pos Late,100009025,2793.0,773.6531,,,,
15720,1.302884650557728e-05,45,N-acetylglutamate,Amino Acid,Glutamate Metabolism,LC/MS Polar,100000282,3106.0,188.0564,70914,5817-08-03 00:00:00,C00624,HMDB01138
1299,1.3019271563898405e-05,155,tyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,815,1322.0,180.0666,6057,60-18-4,C00082,HMDB00158
37198,1.3002828602844777e-05,3114,"5alpha-pregnan-3beta,20alpha-diol disulfate",Lipid,Progestin Steroids,LC/MS Neg,100001988,3962.0,239.0853,,,,
63057,1.2987439568010842e-05,1726,picolinoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100021198,1867.0,179.0462,11788622,5616-29-5,,HMDB59766
48757,1.2957750426845721e-05,252,N-acetylkynurenine (2),Amino Acid,Tryptophan Metabolism,LC/MS Neg,100006378,2378.0,249.0881,,,,
32827,1.2900027333726764e-05,3215,andro steroid monosulfate C19H28O6S (1)*,Lipid,Androgenic Steroids,LC/MS Neg,100002152,3871.0,383.1534,,,,
15681,1.289840990815888e-05,510,4-guanidinobutanoate,Amino Acid,Guanidino and Acetamido Metabolism,LC/MS Pos Early,100000096,2320.0,146.0924,500,463-003;463-00-3,C01035,HMDB03464
35675,1.2895782271768417e-05,1843,2-hydroxypalmitate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100001579,5511.2,271.2279,92836,764-67-0,,HMDB31057
52938,1.2880103474681084e-05,1864,3-hydroxystearate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100008933,5674.0,299.2592,5282907,45261-96-9,,
40703,1.2871445127403715e-05,884,prolylglycine,Peptide,Dipeptide,LC/MS Pos Early,100003674,2136.0,173.0921,6426709,2578-57-6,,HMDB11178
35428,1.2860665589542791e-05,358,tiglyl carnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001597,2962.0,244.1543,22833596,64191-86-2,,HMDB02366
15745,1.285191539093253e-05,364,methylsuccinate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,2051,2800.0,131.035,10349,498-21-5,,HMDB01844
22158,1.282059530881643e-05,61,citramalate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,100000998,1224.0,166.071,1081,6236-10-08 00:00:00,C00815,HMDB00426
15443,1.2814426244181135e-05,1312,glucuronate,Carbohydrate,Aminosugar Metabolism,LC/MS Polar,100000257,3233.3,193.0354,444791,207300-70-7,C00191,HMDB00127
37200,1.2766520213131972e-05,3108,"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",Lipid,Progestin Steroids,LC/MS Neg,100002014,5060.0,399.2211,,,,
63687,1.276494146423081e-05,4147,ascorbic acid 3-sulfate*,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100020409,2025.0,254.9815,11425365,,,
22116,1.276405026702798e-05,305,4-methyl-2-oxopentanoate,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100000551,2170.0,129.0557,70,816-66-0,C00233,HMDB00695
46960,1.2748239628545944e-05,5624,sulfate*,Xenobiotics,Chemical,LC/MS Neg,100002528,616.0,96.9601,1118,14808-79-8,C00059,HMDB01448
48182,1.2740406683680193e-05,1768,myristoleoylcarnitine (C14:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100006051,1316.0,370.2947,90659872,889848-55-9,,
38102,1.2738602104559159e-05,2021,oleoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Neg,1137,6450.0,324.2908,5283454,11-58-0;111-58-0,,HMDB02088
31591,1.2729167996459491e-05,3176,androsterone sulfate,Lipid,Androgenic Steroids,LC/MS Neg,100001073,5022.0,369.1741,159663,2479-86-9,,HMDB02759
52438,1.2724057009475066e-05,2178,1-stearoyl-2-oleoyl-GPC (18:0/18:1),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,100008904,2644.0,788.6164,,56421-10-4,,HMDB08038
1600,1.2718153198368983e-05,2098,phosphoethanolamine (PE),Lipid,Phospholipid Metabolism,LC/MS Pos Early,1026,700.0,142.0264,1015,1071-23-4,C00346,HMDB00224
63658,1.2686670662382814e-05,5868,glutamine conjugate of C7H12O2*,Partially Characterized Molecules,Partially Characterized Molecules,LC/MS Neg,100020259,3053.0,255.135,,,,
37184,1.2684211795878964e-05,3202,"5alpha-androstan-3alpha,17beta-diol disulfate",Lipid,Androgenic Steroids,LC/MS Neg,100002017,4275.0,225.0697,,,,
45970,1.2680612673136612e-05,2555,1-palmitoyl-GPG (16:0)*,Lipid,Lysophospholipid,LC/MS Neg,100005717,5570.0,483.2728,3300276,,,
33953,1.2679588904809739e-05,448,N-acetylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,100001266,2245.0,217.1295,67427,155-84-0,C02562,HMDB04620
63072,1.2677920124750537e-05,4294,4-ethylcatechol sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100020536,3379.0,217.0176,,,,
42459,1.2609824731371277e-05,2953,"sphingomyelin (d18:2/16:0, d18:1/16:1)*",Lipid,Sphingomyelins,LC/MS Pos Late,100004329,2002.0,701.5592,,,,
33959,1.2585537890375538e-05,239,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100001254,2640.0,247.1077,700653,1218-34-4,C03137,HMDB13713
54,1.2576113960459597e-05,238,tryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,565,2986.0,205.0972,6305,73-22-3,C00078,HMDB00929
36738,1.2566395816502709e-05,577,gamma-glutamylglutamate,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,331,1775.0,277.103,92865,1116-22-9,C05282,HMDB11737
44872,1.2543492564424454e-05,585,gamma-glutamylmethionine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001313,2640.0,279.1009,7009567,17663-87-5,,HMDB29155
62796,1.2524106860026128e-05,4638,3-ethylcatechol sulfate (1),Xenobiotics,Food Component/Plant,LC/MS Neg,100020851,3422.0,217.0176,,,,
36594,1.2520984772267474e-05,2572,1-linoleoyl-GPI* (18:2)*,Lipid,Lysophospholipid,LC/MS Neg,100001778,5494.0,595.2889,,,,
36747,1.2520538667318542e-05,1810,deoxycarnitine,Lipid,Carnitine Metabolism,LC/MS Pos Early,100001662,2052.0,146.1176,134,6249-56-5,C01181,HMDB01161
54805,1.2520138159651737e-05,3044,3beta-hydroxy-5-cholestenoate,Lipid,Sterol,LC/MS Neg,100006370,5398.0,415.3218,165511,6561-58-6,C17333,
61843,1.2516123318642063e-05,1865,3-hydroxyoleate*,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100019966,5508.0,297.2435,,,,
18349,1.2507893906692334e-05,276,indolelactate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100000463,2286.0,204.0666,92904,832-97-3,C02043,HMDB00671
52466,1.2502227889162507e-05,2296,1-stearoyl-2-docosahexaenoyl-GPE (18:0/22:6)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008992,2317.0,792.5538,9546798,,,HMDB05334
52616,1.2484345622024825e-05,2139,1-palmitoyl-2-stearoyl-GPC (16:0/18:0),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,100008921,2653.0,762.6007,,59403-51-9,,HMDB07970
1124,1.2482489909951902e-05,2063,myo-inositol,Lipid,Inositol Metabolism,LC/MS Polar,363,3506.3,225.0616,892,87-89-8,C00137,HMDB00211
2734,1.2462723544735674e-05,589,gamma-glutamyltyrosine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,1102,2518.0,311.1238,94340,7432-23-7,,HMDB11741
53243,1.245233273184071e-05,227,catechol glucuronide,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100009326,1742.0,285.0616,75124209,,,
2125,1.2446766604463626e-05,424,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,512,660.0,126.022,1123,107-35-7,C00245,HMDB00251
33969,1.2427258815382815e-05,1455,stearidonate (18:4n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001229,5395.0,275.2017,5312508,111174-40-4,C16300,HMDB06547
42420,1.2393983440104425e-05,1336,erythronate*,Carbohydrate,Aminosugar Metabolism,LC/MS Polar,100001320,2186.0,135.0299,2781043,88759-55-1,,HMDB00613
38293,1.239004888830684e-05,1533,(12 or 13)-methylmyristate (a15:0 or i15:0),Lipid,"Fatty Acid, Branched",LC/MS Neg,100002344,5499.0,241.2173,151014,2485-71-4,,
42382,1.2382926472131134e-05,399,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Neg,197,1832.4,383.1143,439155,979-92-0,C00021,HMDB00939
48428,1.2377296239097967e-05,4854,pyrraline,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100001767,2750.0,255.1339,122228,74509-14-1,,HMDB33143
35628,1.236799001728325e-05,2518,1-oleoyl-GPE (18:1),Lipid,Lysophospholipid,LC/MS Pos Late,100001569,1554.0,480.3085,9547071,89576-29-4,,HMDB11506
1284,1.2365267894600774e-05,16,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,564,1514.0,120.0655,6288,72-19-5,C00188,HMDB00167
37190,1.2339575342096102e-05,3208,"5alpha-androstan-3beta,17beta-diol disulfate",Lipid,Androgenic Steroids,LC/MS Neg,100001987,3880.0,225.0697,242332,571-20-0,C12525,HMDB00493
54923,1.2334021513328432e-05,54,beta-citrylglutamate,Amino Acid,Glutamate Metabolism,LC/MS Neg,100003271,530.0,320.0623,72715786,73590-26-8,C20775,
1302,1.2333066654899594e-05,387,methionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,415,2526.0,150.0583,6137,63-68-3,C00073,HMDB00696
53013,1.2330989407598652e-05,2893,glycosyl-N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100009272,2623.0,700.5722,,,,
18374,1.233071273637107e-05,393,methionine sulfoxide,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,100000039,1272.0,166.0533,158980,3226-65-1,C02989,HMDB02005
44877,1.2327804934770843e-05,2858,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,LC/MS Pos Late,1518,2893.0,538.5194,5283564,24696-26-2,,HMDB04949
22053,1.2282947488127063e-05,1857,3-hydroxydecanoate,Lipid,"Fatty Acid, Monohydroxy",LC/MS Neg,100000997,4634.7,187.13400000000001,26612,5561-87-5,,HMDB02203
35160,1.2258641957993183e-05,1770,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100001501,1423.0,426.3578,6441392,38677-66-6,,HMDB05065
57365,1.2254538668908075e-05,2934,myristoyl dihydrosphingomyelin (d18:0/14:0)*,Lipid,Dihydrosphingomyelins,LC/MS Pos Late,100009038,2060.0,677.5592,,,,HMDB12085
39732,1.2236844706701297e-05,2034,N-oleoyltaurine,Lipid,Endocannabinoid,LC/MS Neg,100003119,5610.0,388.2527,6437033,52514-04-2,,
63048,1.2232810957993542e-05,4993,lactobacillic acid,Xenobiotics,Bacterial/Fungal,LC/MS Neg,100021065,5822.0,295.2643,10417,503-06-0,,
52615,1.2221155108822923e-05,2954,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingomyelins,LC/MS Pos Late,100008920,2312.0,717.5905,,121999-64-2,,
1493,1.2217995349851494e-05,436,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,444,2800.0,133.0972,6262,3184-13-2,C00077,HMDB03374
33364,1.2216516830958797e-05,587,gamma-glutamylthreonine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001314,1750.0,249.1081,76078708,5652-48-2,,HMDB29159
43338,1.2202398952762515e-05,4770,2-furoic acid,Xenobiotics,Food Component/Plant,LC/MS Neg,100004211,960.0,111.0088,6919,88-14-2,C01546,HMDB00617
62564,1.219756539047138e-05,157,1-carboxyethyltyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100020421,1846.0,252.0877,,,,
45095,1.2192781003315096e-05,355,2-methylbutyrylcarnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001509,3050.0,246.17,6426901,31023-25-3,,HMDB00378
57,1.2176153500198988e-05,42,glutamate,Amino Acid,Glutamate Metabolism,LC/MS Pos Early,561,1500.0,148.0604,611,56-86-0,C00025,HMDB00148
62798,1.2169240748434776e-05,4554,4-acetylcatechol sulfate (1),Xenobiotics,Food Component/Plant,LC/MS Neg,100020853,1774.0,230.9969,,,,
3147,1.2167886783154152e-05,3931,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Polar,1004,2023.0,151.0262,1188,69-89-6,C00385,HMDB00292
1591,1.2160283777909094e-05,371,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Polar,1084,1227.0,158.0823,66789,96-81-1,,HMDB11757
57482,1.2137462272512777e-05,2946,sphingomyelin (d18:2/23:1)*,Lipid,Sphingomyelins,LC/MS Pos Late,100015791,2315.0,797.6531,,,,
38625,1.2131662348818626e-05,2025,stearoyl ethanolamide,Lipid,Endocannabinoid,LC/MS Pos Late,100002254,1787.0,328.32099999999997,27902,111-57-9,,HMDB13078
443,1.2124157918466836e-05,35,aspartate,Amino Acid,Alanine and Aspartate Metabolism,LC/MS Pos Early,234,1165.0,134.0448,5960,56-84-8,C00049,HMDB00191
48255,1.2104455762574514e-05,1194,arabonate/xylonate,Carbohydrate,Pentose Metabolism,LC/MS Polar,100006115,2700.0,165.0405,,,,
33949,1.2097909486233359e-05,579,gamma-glutamylglycine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100001294,1535.0,205.0819,165527,1948-29-4,,HMDB11667
35114,1.2097331854566316e-05,3994,7-methylguanine,Nucleotide,"Purine Metabolism, Guanine containing",LC/MS Pos Early,100001456,2175.0,166.0723,11361,578-76-7,C02242,HMDB00897
601,1.2097237392766116e-05,4013,dihydroorotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",LC/MS Polar,923,1910.0,157.0255,648,155-54-4,C00337,HMDB03349
33967,1.2085048603264476e-05,347,N-acetylisoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001276,2600.0,174.1125,306109,3077-46-1,,HMDB61684
57519,1.2084963351283744e-05,1771,eicosenoylcarnitine (C20:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100015838,1484.0,454.3891,,,,
5086,1.2076012412039586e-05,5,dimethylglycine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,806,1104.0,104.0706,673,1118-68-9,C01026,HMDB00092
48114,1.2071082688554166e-05,509,1-methylguanidine,Amino Acid,Guanidino and Acetamido Metabolism,LC/MS Pos Early,100000715,2149.0,74.0713,10111,22661-87-6,C02294,HMDB01522
32417,1.2062834701470175e-05,1462,docosatrienoate (22:3n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100001195,5823.0,333.2799,5312556,59708-86-0,C16534,HMDB02823
32390,1.205081488488764e-05,156,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100001104,1680.0,222.0772,68310,537-55-3,,HMDB00866
558,1.2034093799736543e-05,4126,adenosine 5'-diphosphoribose (ADP-ribose),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Neg,215,920.0,558.0644,192,68414-18-6,C00301,HMDB01178
57453,1.2027189060583405e-05,2918,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015745,3380.0,808.6661,,,,
1303,1.2018919745179874e-05,1356,malate,Energy,TCA Cycle,LC/MS Neg,409,615.6,133.0143,525,6915-15-7,C00149,HMDB00156
57430,1.1970647988162769e-05,2880,N-palmitoyl-heptadecasphingosine (d17:1/16:0)*,Lipid,Ceramides,LC/MS Pos Late,100015731,2645.0,524.5037,,,,
35631,1.1969500890332168e-05,2509,1-palmitoyl-GPE (16:0),Lipid,Lysophospholipid,LC/MS Pos Late,100001567,1544.0,454.2928,9547069,53862-35-4,,HMDB11503
57445,1.1962213875197786e-05,2905,glycosyl-N-tricosanoyl-sphingadienine (d18:2/23:0)*,Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015748,3724.0,796.6661,,,,
52478,1.1948416891731309e-05,2653,1-(1-enyl-palmitoyl)-2-oleoyl-GPC (P-16:0/18:1)*,Lipid,Plasmalogen,LC/MS Pos Late,100009007,2443.0,744.5902,,,,
34437,1.1944093085471922e-05,2558,1-stearoyl-GPG (18:0),Lipid,Lysophospholipid,LC/MS Neg,100001462,5816.0,511.3041,,,,
46548,1.1933424916609664e-05,336,3-methylglutarylcarnitine (2),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100005850,2687.0,290.1598,128145,,,HMDB00552
45413,1.1912821686780524e-05,5627,O-sulfo-L-tyrosine,Xenobiotics,Chemical,LC/MS Neg,100005384,990.0,260.0234,514186,,,
63990,1.1909724410568062e-05,4149,2-O-methylascorbic acid,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Neg,100003258,778.0,189.0405,99779,17860-87-6,,
53195,1.1862619237732449e-05,2125,1-myristoyl-2-arachidonoyl-GPC (14:0/20:4)*,Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,100009139,1914.0,754.5381,,,,HMDB07883
62950,1.1853429617519441e-05,1908,"2S,3R-dihydroxybutyrate",Lipid,"Fatty Acid, Dihydroxy",LC/MS Polar,100002284,1660.0,119.035,10964471,5057-93-2,,HMDB02453
52984,1.1848660460785255e-05,1799,(S)-3-hydroxybutyrylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",LC/MS Pos Early,100009271,2340.0,248.1493,,,,
57444,1.1830332874792238e-05,2900,glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*,Lipid,Hexosylceramides (HCER),LC/MS Pos Late,100015752,3839.0,826.6767,,,,
54961,1.1829769981965887e-05,2784,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,Lipid,Diacylglycerol,LC/MS Pos Late,100010937,2990.0,660.5562,,,,
15140,1.1820834518419285e-05,250,kynurenine,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100000265,2739.0,209.0921,161166,2922-83-0,C00328,HMDB00684
52604,1.180333737159587e-05,2850,N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Dihydroceramides,LC/MS Pos Late,100009028,3090.0,540.535,5283572,5966-29-0,,HMDB11760
43488,1.1782380445780963e-05,81,N-acetylcarnosine,Amino Acid,Histidine Metabolism,LC/MS Neg,100004046,1235.0,267.1099,9903482,56353-15-2,,HMDB12881
48442,1.1767239228698968e-05,4853,4-vinylguaiacol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006126,3354.0,229.0176,,,,
52673,1.1763279942101807e-05,2651,1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,Lipid,Plasmalogen,LC/MS Pos Late,100009002,2270.0,724.5276,,,,HMDB11352
55015,1.1761279067813537e-05,583,gamma-glutamyl-alpha-lysine,Peptide,Gamma-glutamyl Amino Acid,LC/MS Pos Early,100010901,2784.0,276.1554,65254,,,
34409,1.174643084888561e-05,1753,stearoylcarnitine (C18),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",LC/MS Pos Late,100001391,1485.0,428.3734,6426855,18822-91-8,,HMDB00848
44688,1.1744974569857339e-05,1204,maltotriose,Carbohydrate,Glycogen Metabolism,LC/MS Neg,100000276,812.0,503.1618,439586,1109-28-0,C01835,HMDB01262
35107,1.1736963457590029e-05,315,isovalerylglycine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,100001452,1950.0,158.0823,546304,16284-60-9,,HMDB00678
37506,1.1735019561087252e-05,2939,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins,LC/MS Pos Late,100002107,2168.0,703.5749,9939941,6254-89-3,,
542,1.172525851483846e-05,1817,3-hydroxybutyrate (BHBA),Lipid,Ketone Bodies,LC/MS Polar,254,1480.0,103.0401,441,625-72-9,C01089,HMDB00357
52446,1.1721704502945819e-05,2283,1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*,Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,100008976,2522.0,744.5538,9546749,,,HMDB08994
32350,1.1706657612290997e-05,86,1-methyl-4-imidazoleacetate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,100001208,2064.0,141.0659,75810,2625-49-2,C05828,HMDB02820
39831,1.1689693556356475e-05,1598,eicosanedioate (C20-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100002951,5200.9,341.2697,75502,2424-92-2,,
63358,1.1675095726081442e-05,1807,3-hydroxydecanoylcarnitine,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",LC/MS Pos Late,100021141,961.0,332.2432,,,,HMDB61636
19263,1.1662291892930805e-05,2262,1-palmitoyl-2-oleoyl-GPE (16:0/18:1),Lipid,Phosphatidylethanolamine (PE),LC/MS Pos Late,1526,2509.0,718.5381,5283496,26662-94-2,,HMDB05320
1558,1.164637031114035e-05,507,4-acetamidobutanoate,Amino Acid,Polyamine Metabolism,LC/MS Pos Early,1113,1350.0,146.0812,18189,3025-96-5,C02946,HMDB03681
48696,1.1641093879662872e-05,4402,maltol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006106,1503.0,204.9812,,,,
62735,1.1623141284322937e-05,1678,4-methylhexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine),LC/MS Neg,100020631,3390.0,257.1507,,,,
32599,1.1617670680006458e-05,3346,glycocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100001989,4750.0,254.6229,,,,
34419,1.1611150880637504e-05,2464,1-linoleoyl-GPC (18:2),Lipid,Lysophospholipid,LC/MS Pos Late,100001395,1465.0,520.3398,11988421,,C04100,HMDB10386
62103,1.1590564979081547e-05,524,cysteinylglycine disulfide*,Amino Acid,Glutathione Metabolism,LC/MS Pos Early,100002466,2547.0,298.0526,,70555-24-7,,HMDB00709
47114,1.1584138076767201e-05,4642,ferulic acid 4-sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100005389,1200.0,273.0074,6305574,86321-29-1,,HMDB29200
19258,1.155124131875454e-05,2121,1-myristoyl-2-palmitoyl-GPC (14:0/16:0),Lipid,Phosphatidylcholine (PC),LC/MS Pos Late,100000672,2147.0,706.5381,129657,69525-80-0,,HMDB07869
54907,1.154606933836509e-05,1675,hexanoylglutamine,Lipid,Fatty Acid Metabolism (Acyl Glutamine),LC/MS Neg,100001733,2780.0,243.135,,,,
48351,1.1543133203570245e-05,3936,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Pos Early,100001409,1430.0,283.1037,65095,20245-33-4,,HMDB02721
19265,1.153395970277821e-05,2358,1-stearoyl-2-oleoyl-GPS (18:0/18:1),Lipid,Phosphatidylserine (PS),LC/MS Pos Late,100000639,3000.0,790.5593,9547087,,,HMDB10163
44620,1.1522408107246492e-05,4305,4-acetylphenyl sulfate,Xenobiotics,Benzoate Metabolism,LC/MS Neg,100000711,2375.0,215.002,4684006,,,
62524,1.1505921771125546e-05,4576,dihydrocaffeate sulfate (2),Xenobiotics,Food Component/Plant,LC/MS Polar,100020822,1328.0,261.0074,,,,
48258,1.1493061510352145e-05,2461,1-oleoyl-GPC (18:1),Lipid,Lysophospholipid,LC/MS Pos Late,100001272,1540.0,522.3554,16081932,19420-56-5,,HMDB02815
1638,1.1486156567310159e-05,432,arginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,231,2825.0,175.11900000000003,232,1119-34-2,C00062,HMDB00517
43424,1.1471538667179132e-05,5689,dimethyl sulfone,Xenobiotics,Chemical,LC/MS Pos Early,100004284,832.0,95.0161,6213,67-71-0,C11142,HMDB04983
1899,1.1471130988678203e-05,4101,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,182,845.0,168.0291,1066,89-00-9,C03722,HMDB00232
